Phytochemical,Plant,CID,SMILES,Database,Target_Name,Gene_Symbol,UniProt_ID,ChEMBL_ID,Target_Class,Target_Key,Probability,P_Value,Max_Tc,Rank
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Carbonic anhydrase VB,,,,DNN(MHFP6),Homo sapiens,0.81,,,62
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Tyrosinase,,,,DNN(MHFP6),Homo sapiens,0.75,,,63
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Carbonic anhydrase IV,,,,DNN(MHFP6),Homo sapiens,0.73,,,64
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Carbonic anhydrase III,,,,DNN(MHFP6),Homo sapiens,0.71,,,65
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Carbonic anhydrase VI,,,,DNN(MHFP6),Homo sapiens,0.59,,,66
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Aldose reductase,,,,DNN(MHFP6),Homo sapiens,0.58,,,67
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Solute carrier organic anion transporter family member 1B3,,,,DNN(MHFP6),Homo sapiens,0.57,,,68
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Carbonic anhydrase XIV,,,,DNN(ECFP6),Homo sapiens,0.99,,,69
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Carbonic anhydrase VII,,,,DNN(ECFP6),Homo sapiens,0.99,,,70
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Carbonic anhydrase VA,,,,DNN(ECFP6),Homo sapiens,0.97,,,71
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Carbonic anhydrase XII,,,,DNN(ECFP6),Homo sapiens,0.96,,,72
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Carbonic anhydrase IX,,,,DNN(ECFP6),Homo sapiens,0.96,,,73
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Carbonic anhydrase VB,,,,DNN(ECFP6),Homo sapiens,0.96,,,74
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Carbonic anhydrase VI,,,,DNN(ECFP6),Homo sapiens,0.94,,,75
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Carbonic anhydrase I,,,,DNN(ECFP6),Homo sapiens,0.93,,,76
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Carbonic anhydrase IV,,,,DNN(ECFP6),Homo sapiens,0.92,,,77
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Carbonic anhydrase III,,,,DNN(ECFP6),Homo sapiens,0.9,,,78
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Carbonic anhydrase II,,,,DNN(ECFP6),Homo sapiens,0.9,,,79
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Aldose reductase,,,,DNN(ECFP6),Homo sapiens,0.71,,,80
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Solute carrier organic anion transporter family member 1B1,,,,DNN(ECFP6),Homo sapiens,0.69,,,81
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Solute carrier organic anion transporter family member 1B3,,,,DNN(ECFP6),Homo sapiens,0.68,,,82
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Raji,,,,DNN(ECFP6),Homo sapiens,0.65,,,83
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Carbonic anhydrase VII,,,,DNN(AtomPair),Homo sapiens,0.96,,,84
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Carbonic anhydrase XII,,,,DNN(AtomPair),Homo sapiens,0.92,,,85
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Carbonic anhydrase XIV,,,,DNN(AtomPair),Homo sapiens,0.9,,,86
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Carbonic anhydrase VI,,,,DNN(AtomPair),Homo sapiens,0.88,,,87
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Carbonic anhydrase III,,,,DNN(AtomPair),Homo sapiens,0.81,,,88
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Carbonic anhydrase VA,,,,DNN(AtomPair),Homo sapiens,0.79,,,89
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Carbonic anhydrase IX,,,,DNN(AtomPair),Homo sapiens,0.78,,,90
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Carbonic anhydrase VB,,,,DNN(AtomPair),Homo sapiens,0.74,,,91
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Carbonic anhydrase I,,,,DNN(AtomPair),Homo sapiens,0.66,,,92
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Solute carrier organic anion transporter family member 1B3,,,,DNN(AtomPair),Homo sapiens,0.59,,,93
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Solute carrier organic anion transporter family member 1B1,,,,DNN(AtomPair),Homo sapiens,0.55,,,94
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Carbonic anhydrase II,,,,DNN(AtomPair),Homo sapiens,0.55,,,95
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Tyrosinase,,,,DNN(AtomPair),Homo sapiens,0.49,,,96
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Carbonic anhydrase VII,,,,Consensus,Homo sapiens,1.0,,,97
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Carbonic anhydrase XIV,,,,Consensus,Homo sapiens,0.99,,,98
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Carbonic anhydrase VI,,,,Consensus,Homo sapiens,0.98,,,99
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Carbonic anhydrase VA,,,,Consensus,Homo sapiens,0.97,,,100
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Carbonic anhydrase XII,,,,Consensus,Homo sapiens,0.96,,,101
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Carbonic anhydrase IX,,,,Consensus,Homo sapiens,0.96,,,102
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Carbonic anhydrase VB,,,,Consensus,Homo sapiens,0.96,,,103
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Carbonic anhydrase II,,,,Consensus,Homo sapiens,0.96,,,104
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Carbonic anhydrase IV,,,,Consensus,Homo sapiens,0.94,,,105
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Carbonic anhydrase I,,,,Consensus,Homo sapiens,0.93,,,106
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Carbonic anhydrase III,,,,Consensus,Homo sapiens,0.91,,,107
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Tyrosinase,,,,Consensus,Homo sapiens,0.88,,,108
4-Hydroxycinnamic acid,Abrus precatorius,637542,OC(=O)/C=C/c1ccc(cc1)O,PPB3,Solute carrier organic anion transporter family member 1B3,,,,Consensus,Homo sapiens,0.85,,,109
